sub	sess	t	loc	cue	co1	co2	or	resp	rt
7	1	1	1	3	0.6821	0.7952	0	0	1.625
7	1	2	2	3	0.6821	0.7952	1	1	1.565
7	1	3	1	3	0.6821	0.7952	1	0	1.614
7	1	4	1	3	0.6821	0.7952	1	1	1.371
7	1	5	1	3	0.6821	0.7952	1	1	1.192
7	1	6	1	3	0.6821	0.7952	0	0	1.594
7	1	7	2	3	0.6821	0.7952	0	1	1.064
7	1	8	1	3	0.6821	0.7952	0	0	1.083
7	1	9	2	3	0.6821	0.7952	1	0	1.198
7	1	10	1	3	0.6821	0.7952	0	1	4.088
7	1	11	1	3	0.6821	0.7952	1	1	1.010
7	1	12	1	3	0.6821	0.7952	0	0	1.339
7	1	13	1	3	0.6821	0.7952	1	1	1.850
7	1	14	1	3	0.6821	0.7952	0	0	2.585
7	1	15	1	3	0.6821	0.7952	1	1	2.500
7	1	16	1	3	0.6821	0.7952	1	1	1.147
7	1	17	1	3	0.6821	0.7952	0	0	1.531
7	1	18	2	3	0.6821	0.7952	0	1	1.155
7	1	19	1	3	0.6821	0.7952	1	0	1.227
7	1	20	1	3	0.6821	0.7952	0	1	2.639
7	1	21	1	3	0.6821	0.7952	1	1	1.379
7	1	22	1	3	0.6821	0.7952	0	1	1.204
7	1	23	2	3	0.6821	0.7952	1	1	2.039
7	1	24	2	3	0.6821	0.7952	0	0	1.584
7	1	25	1	3	0.6821	0.7952	1	1	1.133
7	1	26	1	3	0.6821	0.7952	0	1	1.342
7	1	27	2	3	0.6821	0.7952	0	1	1.891
7	1	28	1	3	0.6821	0.7952	1	0	1.173
7	1	29	1	3	0.6821	0.7952	1	0	1.226
7	1	30	1	3	0.6821	0.7952	1	1	2.628
7	1	31	1	3	0.6821	0.7952	1	0	1.075
7	1	32	1	3	0.6821	0.7952	1	0	2.785
7	1	33	1	3	0.6821	0.7952	0	1	1.938
7	1	34	2	3	0.6821	0.7952	1	0	1.657
7	1	35	1	3	0.6821	0.7952	0	1	1.433
7	1	36	1	3	0.6821	0.7952	0	1	1.952
7	1	37	1	3	0.6821	0.7952	0	0	1.052
7	1	38	1	3	0.6821	0.7952	1	0	2.094
7	1	39	1	3	0.6821	0.7952	0	1	0.872
7	1	40	1	3	0.6821	0.7952	0	1	0.855
7	1	41	1	3	0.6821	0.7952	0	1	0.785
7	1	42	1	3	0.6821	0.7952	1	1	0.786
7	1	43	1	3	0.6821	0.7952	1	0	1.248
7	1	44	1	3	0.6821	0.7952	1	0	1.214
7	1	45	2	3	0.6821	0.7952	1	1	2.763
7	1	46	2	3	0.6821	0.7952	1	0	2.155
7	1	47	2	3	0.6821	0.7952	0	0	1.200
7	1	48	1	3	0.6821	0.7952	1	0	1.064
7	1	49	1	3	0.6821	0.7952	1	0	0.924
7	1	50	2	3	0.6821	0.7952	0	1	1.686
7	1	51	1	3	0.6821	0.7952	0	1	1.277
7	1	52	1	3	0.6821	0.7952	0	1	0.718
7	1	53	1	3	0.6821	0.7952	1	1	0.974
7	1	54	1	3	0.6821	0.7952	0	0	2.342
7	1	55	1	3	0.6821	0.7952	1	0	0.849
7	1	56	1	3	0.6821	0.7952	0	0	0.870
7	1	57	1	3	0.6821	0.7952	0	0	0.947
7	1	58	1	3	0.6821	0.7952	0	1	0.846
7	1	59	1	3	0.6821	0.7952	1	0	0.763
7	1	60	1	3	0.6821	0.7952	0	1	0.851
7	1	61	2	2	0.6821	0.7952	0	0	2.348
7	1	62	1	2	0.6821	0.7952	0	0	1.385
7	1	63	1	2	0.6821	0.7952	0	0	1.320
7	1	64	2	2	0.6821	0.7952	1	1	1.670
7	1	65	2	2	0.6821	0.7952	1	1	1.481
7	1	66	1	2	0.6821	0.7952	1	1	1.261
7	1	67	1	2	0.6821	0.7952	1	0	1.236
7	1	68	1	2	0.6821	0.7952	1	0	2.077
7	1	69	2	2	0.6821	0.7952	0	0	1.980
7	1	70	2	2	0.6821	0.7952	1	1	2.292
7	1	71	1	2	0.6821	0.7952	0	0	1.957
7	1	72	2	2	0.6821	0.7952	1	1	0.965
7	1	73	2	2	0.6821	0.7952	0	0	2.447
7	1	74	2	2	0.6821	0.7952	0	1	2.611
7	1	75	1	2	0.6821	0.7952	1	1	1.088
7	1	76	1	2	0.6821	0.7952	0	1	1.300
7	1	77	1	2	0.6821	0.7952	0	0	1.115
7	1	78	2	2	0.6821	0.7952	1	0	1.385
7	1	79	1	2	0.6821	0.7952	0	0	0.723
7	1	80	2	2	0.6821	0.7952	0	1	1.793
7	1	81	1	2	0.6821	0.7952	1	0	1.265
7	1	82	2	2	0.6821	0.7952	0	1	1.328
7	1	83	1	2	0.6821	0.7952	1	0	1.137
7	1	84	2	2	0.6821	0.7952	1	1	1.700
7	1	85	2	2	0.6821	0.7952	1	1	0.920
7	1	86	1	2	0.6821	0.7952	0	1	1.145
7	1	87	2	2	0.6821	0.7952	0	1	1.492
7	1	88	1	2	0.6821	0.7952	0	0	1.169
7	1	89	2	2	0.6821	0.7952	1	0	1.031
7	1	90	2	2	0.6821	0.7952	0	0	1.135
7	1	91	1	2	0.6821	0.7952	1	1	1.246
7	1	92	1	2	0.6821	0.7952	1	1	0.764
7	1	93	1	2	0.6821	0.7952	1	1	1.317
7	1	94	1	2	0.6821	0.7952	1	0	1.030
7	1	95	2	2	0.6821	0.7952	0	0	1.663
7	1	96	2	2	0.6821	0.7952	0	0	1.639
7	1	97	2	2	0.6821	0.7952	0	1	1.606
7	1	98	1	2	0.6821	0.7952	0	1	0.962
7	1	99	1	2	0.6821	0.7952	0	1	0.935
7	1	100	1	2	0.6821	0.7952	0	1	0.918
7	1	101	2	2	0.6821	0.7952	0	1	1.291
7	1	102	2	2	0.6821	0.7952	1	0	0.891
7	1	103	2	2	0.6821	0.7952	1	1	1.082
7	1	104	1	2	0.6821	0.7952	0	0	1.453
7	1	105	2	2	0.6821	0.7952	1	1	0.823
7	1	106	2	2	0.6821	0.7952	1	1	0.663
7	1	107	1	2	0.6821	0.7952	1	0	2.060
7	1	108	1	2	0.6821	0.7952	1	0	1.414
7	1	109	2	1	0.6821	0.7952	1	0	2.940
7	1	110	2	1	0.6821	0.7952	0	1	1.070
7	1	111	2	1	0.6821	0.7952	1	0	0.837
7	1	112	2	1	0.6821	0.7952	0	1	1.161
7	1	113	2	1	0.6821	0.7952	1	1	0.781
7	1	114	2	1	0.6821	0.7952	1	1	0.734
7	1	115	2	1	0.6821	0.7952	0	0	1.014
7	1	116	2	1	0.6821	0.7952	1	1	0.661
7	1	117	2	1	0.6821	0.7952	1	1	0.705
7	1	118	2	1	0.6821	0.7952	0	1	0.816
7	1	119	1	1	0.6821	0.7952	0	1	2.379
7	1	120	2	1	0.6821	0.7952	0	0	2.761
7	1	121	2	1	0.6821	0.7952	0	0	1.649
7	1	122	2	1	0.6821	0.7952	1	1	1.526
7	1	123	2	1	0.6821	0.7952	0	0	0.932
7	1	124	1	1	0.6821	0.7952	0	0	1.392
7	1	125	2	1	0.6821	0.7952	0	0	1.870
7	1	126	1	1	0.6821	0.7952	1	1	1.765
7	1	127	2	1	0.6821	0.7952	1	1	1.831
7	1	128	1	1	0.6821	0.7952	1	1	1.886
7	1	129	1	1	0.6821	0.7952	1	1	0.935
7	1	130	1	1	0.6821	0.7952	1	1	1.571
7	1	131	2	1	0.6821	0.7952	0	0	2.727
7	1	132	1	1	0.6821	0.7952	0	1	0.677
7	1	133	2	1	0.6821	0.7952	0	1	0.839
7	1	134	2	1	0.6821	0.7952	0	1	0.698
7	1	135	2	1	0.6821	0.7952	1	0	0.749
7	1	136	2	1	0.6821	0.7952	1	1	1.060
7	1	137	2	1	0.6821	0.7952	1	1	0.714
7	1	138	2	1	0.6821	0.7952	1	0	1.092
7	1	139	2	1	0.6821	0.7952	1	1	0.588
7	1	140	2	1	0.6821	0.7952	1	1	0.853
7	1	141	2	1	0.6821	0.7952	0	1	1.417
7	1	142	2	1	0.6821	0.7952	0	1	0.706
7	1	143	2	1	0.6821	0.7952	0	0	0.868
7	1	144	1	1	0.6821	0.7952	0	0	0.799
7	1	145	2	1	0.6821	0.7952	0	0	0.897
7	1	146	2	1	0.6821	0.7952	0	1	0.849
7	1	147	2	1	0.6821	0.7952	1	0	0.813
7	1	148	2	1	0.6821	0.7952	1	1	0.612
7	1	149	2	1	0.6821	0.7952	0	1	2.276
7	1	150	2	1	0.6821	0.7952	0	1	1.324
7	1	151	2	1	0.6821	0.7952	1	1	1.095
7	1	152	1	1	0.6821	0.7952	0	1	1.980
7	1	153	2	1	0.6821	0.7952	0	1	1.656
7	1	154	2	1	0.6821	0.7952	0	1	0.746
7	1	155	2	1	0.6821	0.7952	0	0	-0.069
7	1	156	2	1	0.6821	0.7952	1	1	1.029
7	1	157	2	1	0.6821	0.7952	0	1	1.993
7	1	158	2	1	0.6821	0.7952	1	1	0.836
7	1	159	2	1	0.6821	0.7952	1	1	0.785
7	1	160	2	1	0.6821	0.7952	0	1	1.182
7	1	161	2	1	0.6821	0.7952	0	0	2.189
7	1	162	2	1	0.6821	0.7952	1	1	0.739
7	1	163	2	1	0.6821	0.7952	1	1	0.699
7	1	164	1	1	0.6821	0.7952	1	1	1.562
7	1	165	2	1	0.6821	0.7952	1	1	0.798
7	1	166	2	1	0.6821	0.7952	1	1	0.686
7	1	167	1	1	0.6821	0.7952	1	1	1.205
7	1	168	1	1	0.6821	0.7952	0	0	0.914
7	1	169	2	2	0.6821	0.7952	0	1	1.379
7	1	170	2	2	0.6821	0.7952	0	0	0.787
7	1	171	1	1	0.6821	0.7952	0	0	0.824
7	1	172	1	3	0.6821	0.7952	0	1	0.470
7	1	173	1	3	0.6821	0.7952	0	1	0.708
7	1	174	2	1	0.6821	0.7952	1	0	0.030
7	1	175	2	1	0.6821	0.7952	1	1	0.675
7	1	176	2	2	0.6821	0.7952	1	0	0.287
7	1	177	1	3	0.6821	0.7952	1	1	0.369
7	1	178	2	1	0.6821	0.7952	1	1	0.581
7	1	179	2	1	0.6821	0.7952	0	0	1.259
7	1	180	2	1	0.6821	0.7952	1	0	0.604
7	1	181	2	1	0.6821	0.7952	1	0	0.757
7	1	182	2	3	0.6821	0.7952	1	1	0.992
7	1	183	2	1	0.6821	0.7952	0	0	0.713
7	1	184	1	3	0.6821	0.7952	1	1	0.448
7	1	185	2	2	0.6821	0.7952	1	0	1.010
7	1	186	1	3	0.6821	0.7952	1	0	1.576
7	1	187	2	3	0.6821	0.7952	0	1	0.660
7	1	188	1	3	0.6821	0.7952	0	1	0.551
7	1	189	1	2	0.6821	0.7952	1	1	1.069
7	1	190	2	1	0.6821	0.7952	0	1	1.339
7	1	191	1	2	0.6821	0.7952	0	0	1.523
7	1	192	2	1	0.6821	0.7952	0	0	1.976
7	1	193	2	1	0.6821	0.7952	1	1	0.774
7	1	194	2	2	0.6821	0.7952	0	0	0.971
7	1	195	1	1	0.6821	0.7952	1	1	1.967
7	1	196	1	2	0.6821	0.7952	0	0	0.851
7	1	197	1	3	0.6821	0.7952	1	1	0.661
7	1	198	1	2	0.6821	0.7952	1	1	1.523
7	1	199	1	1	0.6821	0.7952	0	0	0.761
7	1	200	1	3	0.6821	0.7952	1	1	0.826
7	1	201	1	2	0.6821	0.7952	1	1	0.767
7	1	202	2	1	0.6821	0.7952	0	1	1.116
7	1	203	1	3	0.6821	0.7952	1	0	0.871
7	1	204	2	3	0.6821	0.7952	0	0	0.869
7	1	205	1	2	0.6821	0.7952	0	0	1.279
7	1	206	1	3	0.6821	0.7952	0	0	1.777
7	1	207	1	2	0.6821	0.7952	1	1	0.888
7	1	208	1	2	0.6821	0.7952	0	1	0.807
7	1	209	1	3	0.6821	0.7952	0	1	1.038
7	1	210	2	1	0.6821	0.7952	1	0	1.690
7	1	211	1	3	0.6821	0.7952	0	1	0.738
7	1	212	1	3	0.6821	0.7952	0	1	0.601
7	1	213	2	1	0.6821	0.7952	0	1	1.522
7	1	214	2	2	0.6821	0.7952	1	0	1.034
7	1	215	1	3	0.6821	0.7952	1	1	1.523
7	1	216	1	1	0.6821	0.7952	1	1	1.227
7	1	217	2	1	0.6821	0.7952	0	1	2.554
7	1	218	1	3	0.6821	0.7952	1	1	0.711
7	1	219	2	1	0.6821	0.7952	1	0	1.131
7	1	220	1	3	0.6821	0.7952	0	0	-0.099
7	1	221	2	3	0.6821	0.7952	1	0	0.844
7	1	222	2	1	0.6821	0.7952	0	1	1.001
7	1	223	2	2	0.6821	0.7952	1	1	1.460
7	1	224	2	2	0.6821	0.7952	0	1	0.769
7	1	225	2	1	0.6821	0.7952	1	1	0.926
7	1	226	1	2	0.6821	0.7952	0	1	2.625
7	1	227	1	3	0.6821	0.7952	0	1	0.863
7	1	228	1	3	0.6821	0.7952	1	0	0.762
7	1	229	2	1	0.6821	0.7952	1	1	2.019
7	1	230	1	3	0.6821	0.7952	0	1	0.949
7	1	231	1	3	0.6821	0.7952	1	1	0.629
7	1	232	2	1	0.6821	0.7952	0	1	1.065
7	1	233	1	3	0.6821	0.7952	0	1	0.856
7	1	234	1	2	0.6821	0.7952	1	1	1.342
7	1	235	2	1	0.6821	0.7952	1	1	1.184
7	1	236	2	1	0.6821	0.7952	0	1	1.681
7	1	237	2	2	0.6821	0.7952	1	1	1.279
7	1	238	1	3	0.6821	0.7952	1	1	1.716
7	1	239	2	1	0.6821	0.7952	0	1	1.679
7	1	240	1	1	0.6821	0.7952	0	1	1.132
7	1	241	1	2	0.6821	0.7952	1	0	1.155
7	1	242	2	1	0.6821	0.7952	0	1	1.381
7	1	243	1	3	0.6821	0.7952	1	1	2.063
7	1	244	1	1	0.6821	0.7952	1	0	2.025
7	1	245	1	3	0.6821	0.7952	0	1	1.753
7	1	246	2	1	0.6821	0.7952	1	1	0.934
7	1	247	2	1	0.6821	0.7952	0	1	3.550
7	1	248	1	3	0.6821	0.7952	0	1	1.558
7	1	249	1	2	0.6821	0.7952	0	0	1.622
7	1	250	2	3	0.6821	0.7952	0	0	2.366
7	1	251	2	3	0.6821	0.7952	0	1	1.386
7	1	252	2	2	0.6821	0.7952	0	1	1.605
7	1	253	1	2	0.6821	0.7952	0	0	0.986
7	1	254	2	2	0.6821	0.7952	0	1	1.690
7	1	255	2	1	0.6821	0.7952	1	1	0.946
7	1	256	1	3	0.6821	0.7952	1	0	2.448
7	1	257	2	2	0.6821	0.7952	1	1	0.749
7	1	258	1	2	0.6821	0.7952	0	1	0.850
7	1	259	2	1	0.6821	0.7952	0	0	2.068
7	1	260	2	1	0.6821	0.7952	0	1	1.331
7	1	261	2	2	0.6821	0.7952	0	1	2.120
7	1	262	1	1	0.6821	0.7952	1	1	1.260
7	1	263	1	3	0.6821	0.7952	0	0	1.275
7	1	264	2	1	0.6821	0.7952	1	0	2.259
7	1	265	1	3	0.6821	0.7952	1	1	1.631
7	1	266	2	1	0.6821	0.7952	0	1	0.939
7	1	267	2	2	0.6821	0.7952	1	1	0.786
7	1	268	1	3	0.6821	0.7952	0	1	1.259
7	1	269	1	3	0.6821	0.7952	0	1	0.606
7	1	270	2	2	0.6821	0.7952	0	1	1.172
7	1	271	2	1	0.6821	0.7952	1	1	1.827
7	1	272	1	3	0.6821	0.7952	1	0	1.217
7	1	273	2	3	0.6821	0.7952	1	1	2.035
7	1	274	2	1	0.6821	0.7952	1	1	1.389
7	1	275	1	3	0.6821	0.7952	1	0	0.866
7	1	276	1	2	0.6821	0.7952	1	1	1.578
7	1	277	2	3	0.6821	0.7952	1	0	2.358
7	1	278	1	1	0.6821	0.7952	0	1	2.143
7	1	279	2	2	0.6821	0.7952	1	1	1.609
7	1	280	1	2	0.6821	0.7952	1	0	0.795
7	1	281	2	2	0.6821	0.7952	1	1	1.251
7	1	282	2	2	0.6821	0.7952	1	1	1.083
7	1	283	1	3	0.6821	0.7952	1	1	1.034
7	1	284	1	3	0.6821	0.7952	1	1	0.793
7	1	285	2	1	0.6821	0.7952	1	0	1.116
7	1	286	1	3	0.6821	0.7952	1	1	1.431
7	1	287	1	3	0.6821	0.7952	1	1	0.730
7	1	288	2	2	0.6821	0.7952	0	1	1.835
7	1	289	2	1	0.6821	0.7952	1	1	1.014
7	1	290	1	3	0.6821	0.7952	0	1	1.286
7	1	291	1	3	0.6821	0.7952	1	1	0.871
7	1	292	1	2	0.6821	0.7952	1	0	1.014
7	1	293	1	1	0.6821	0.7952	0	1	0.869
7	1	294	1	2	0.6821	0.7952	1	1	1.979
7	1	295	1	2	0.6821	0.7952	0	1	1.267
7	1	296	1	2	0.6821	0.7952	1	0	0.713
7	1	297	2	1	0.6821	0.7952	1	0	0.779
7	1	298	1	2	0.6821	0.7952	0	1	0.622
7	1	299	1	1	0.6821	0.7952	0	1	0.703
7	1	300	2	3	0.6821	0.7952	1	1	0.716
7	1	301	2	1	0.6821	0.7952	0	0	0.672
7	1	302	2	2	0.6821	0.7952	1	1	0.839
7	1	303	2	2	0.6821	0.7952	0	1	0.977
7	1	304	2	2	0.6821	0.7952	0	0	2.691
7	1	305	2	1	0.6821	0.7952	1	1	1.308
7	1	306	2	2	0.6821	0.7952	0	0	0.658
7	1	307	2	2	0.6821	0.7952	1	1	0.708
7	1	308	1	3	0.6821	0.7952	0	0	1.057
7	1	309	2	1	0.6821	0.7952	1	1	0.601
7	1	310	1	2	0.6821	0.7952	0	1	0.890
7	1	311	1	1	0.6821	0.7952	1	0	0.827
7	1	312	2	1	0.6821	0.7952	1	1	0.785
7	1	313	1	3	0.6821	0.7952	0	1	0.942
7	1	314	2	1	0.6821	0.7952	1	1	0.893
7	1	315	2	1	0.6821	0.7952	0	1	1.046
7	1	316	1	3	0.6821	0.7952	0	1	0.791
7	1	317	2	3	0.6821	0.7952	0	1	0.819
7	1	318	1	3	0.6821	0.7952	0	0	2.310
7	1	319	2	3	0.6821	0.7952	1	0	0.814
7	1	320	1	2	0.6821	0.7952	0	1	0.733
7	1	321	2	1	0.6821	0.7952	0	1	1.013
7	1	322	1	3	0.6821	0.7952	0	1	1.038
7	1	323	2	3	0.6821	0.7952	0	1	0.607
7	1	324	1	3	0.6821	0.7952	0	1	0.643
7	1	325	1	3	0.6821	0.7952	1	0	0.619
7	1	326	2	1	0.6821	0.7952	0	1	1.376
7	1	327	1	2	0.6821	0.7952	1	0	0.651
7	1	328	1	3	0.6821	0.7952	1	0	0.690
7	1	329	1	3	0.6821	0.7952	0	1	0.546
7	1	330	1	1	0.6821	0.7952	1	0	0.649
7	1	331	2	1	0.6821	0.7952	0	1	1.490
7	1	332	2	1	0.6821	0.7952	1	1	1.281
7	1	333	1	3	0.6821	0.7952	1	0	0.780
7	1	334	2	1	0.6821	0.7952	0	1	1.439
7	1	335	2	1	0.6821	0.7952	0	1	0.686
7	1	336	2	1	0.6821	0.7952	0	1	0.368
